second	tx	tx_get	tx_put	tx_del	rx	rx_getSucc	rx_putSucc	rx_delSucc
150	51453.00	3235.00	0.00	0.00	21568.00	21568.00	0.00	0.00	0.00	0.00	48218.00	1197.82	124.82
151	66377.00	28487.00	0.00	0.00	41211.00	41211.00	0.00	0.00	0.00	0.00	37890.00	1130.78	97.11
152	88095.00	67158.00	0.00	0.00	84416.00	84416.00	0.00	0.00	0.00	0.00	20937.00	60.10	9.76
153	74354.00	47199.00	0.00	0.00	54647.00	54647.00	0.00	0.00	0.00	0.00	27155.00	21.52	9.68
154	66384.00	30714.00	0.00	0.00	42917.00	42917.00	0.00	0.00	0.00	0.00	35670.00	20.46	9.18
155	57984.00	16182.00	0.00	0.00	30249.00	30247.00	0.00	0.00	0.00	0.00	41802.00	51.13	15.09
156	71974.00	40731.00	0.00	0.00	50070.00	50072.00	0.00	0.00	0.00	0.00	31243.00	34.92	10.69
157	78404.00	49134.00	0.00	0.00	70766.00	70766.00	0.00	0.00	0.00	0.00	29270.00	95.21	12.25
158	55472.00	10046.00	0.00	0.00	24630.00	24630.00	0.00	0.00	0.00	0.00	45426.00	371.64	116.79
159	68832.00	33159.00	0.00	0.00	55652.00	55652.00	0.00	0.00	0.00	0.00	35673.00	223.65	23.20
160	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1410.08	484.86
